Tipo de convocatoria,Título,Órgano convocante,Localización,Importe,Procedimiento,Actividad,Enlace al detalle de la convocatoria,Enlace original
LICITACION,"Obras de acondicionamiento del local destinado a “centro de crisis 24 horas” para víctimas de violencias sexuales de Soria, ubicado en Paseo de la Florida nº7 Bajo de Soria. Plan de Recuperación, Transformación y Resiliencia-Financiado por la Unión Europea- NEXT GENERATION EU.",Gerencia de Servicios Sociales de la Junta de Castilla y León,España - Soria,"163.533,40 euros",Abierto simplificado,45453100 Trabajos de reacondicionamiento.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=qQSvoHJmJWOopEMYCmrbmw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15919513/obras-de-acondicionamiento-del-local-destinado-a-centro-de-crisis-24-horas-para-victimas-de-violencias-sexuales-de-soria-ubicado-en-paseo-de-la-florida-n-7-bajo-de-soria-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-next-generation-eu
LICITACION,"Mejora de eficiencia energética en las estaciones de bombeo de aguas residuales (EBAR) en Casas Baratas de Portmán y Roche, en el término municipal de La Unión. Contrato enmarcado en el Plan de Recuperación, Transformación y Resiliencia, financiado por la Unión Europea con cargo a los Fondos Next Generation EU.",Junta de Gobierno del Ayuntamiento de La Unión,España - Murcia,"27.118,82 euros",Abierto simplificado,45300000 Trabajos de instalación en edificios.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=6CksPrSQhKDXOjazN1Dw9Q%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15919514/mejora-de-eficiencia-energetica-en-las-estaciones-de-bombeo-de-aguas-residuales-ebar-en-casas-baratas-de-portman-y-roche-en-el-termino-municipal-de-la-union-contrato-enmarcado-en-el-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-con-cargo-a-los-fondos-next-generation-eu
LICITACION,"Renovación integral de la red de saneamiento en calle Andrés Cegarra para eliminación de vertidos al medio natural en la ciudad de La Unión. Contrato enmarcado en el Plan de Recuperación, Transformación y Resiliencia, financiado por la UE-Fondos Next Generation EU.",Junta de Gobierno del Ayuntamiento de La Unión,España - Murcia,"352.848,35 euros",Abierto simplificado,45232410 Obras de saneamiento.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Wkvb%2FN1zaMfkY6rls5tG9A%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15919515/renovacion-integral-de-la-red-de-saneamiento-en-calle-andres-cegarra-para-eliminacion-de-vertidos-al-medio-natural-en-la-ciudad-de-la-union-contrato-enmarcado-en-el-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-ue-fondos-next-generation-eu
LICITACION,"Contratación por lotes de las obras del proyecto de renovación de la red de alumbrado público del Ayuntamiento de Maó, financiada con fondos del Plan de Recuperación, Transformación y Resiliencia. Financiado por la Unión Europea. NextGeneration EU. Plan de Inversiones para la Transición Energética de las Islas Baleares (PITEIB). Ministerio Transición Ecológica y Reto Demográfico",Junta de Gobierno del Ayuntamiento de Maó,España - Menorca,"1.251.921,86 euros",Abierto simplificado,45316100 Instalación de equipo de alumbrado exterior.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=rIe%2BbP2UJmf5Rey58Yagpg%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15919522/contratacion-por-lotes-de-las-obras-del-proyecto-de-renovacion-de-la-red-de-alumbrado-publico-del-ayuntamiento-de-mao-financiada-con-fondos-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-nextgeneration-eu-plan-de-inversiones-para-la-transicion-energetica-de-las-islas-baleares-piteib-ministerio-transicion-ecologica-y-reto-demografico
LICITACION,"“Rehabilitación Ayuntamiento de Vícar (Almería), en el Marco del Programa de Impulso a la Rehabilitación de Edificios de Entidades Locales (PIREP–LOCAL), financiados por la Unión Europea NEXT GENERATION EU - Plan de Recuperación, Transformación y Resiliencia. Gobierno de España (C2I5PL/22/01317)”",JUNTA DE GOBIERNO LOCAL AYUNTAMIENTO DE VÍCAR,España - Almería,"978.649,07 euros",Abierto simplificado,45262600 Trabajos de construcción especializados diversos. 45310000 Trabajos de instalación eléctrica. 45321000 Trabajos de aislamiento térmico.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=0qW53H42EgRLAIVZdUs8KA%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15919527/rehabilitacion-ayuntamiento-de-vicar-almeria-en-el-marco-del-programa-de-impulso-a-la-rehabilitacion-de-edificios-de-entidades-locales-pirep-local-financiados-por-la-union-europea-next-generation-eu-plan-de-recuperacion-transformacion-y-resiliencia-gobierno-de-espana-c2i5pl-22-01317
LICITACION,"Contratación de las obras del Proyecto básico y de ejecución de aparcamiento público, situado en los terrenos de propiedad municipal que limitan con el campo de fútbol de la Unión, con acceso desde la rotonda de l’Av. Fort de l’Eau, financiada con fondos del Plan de Recuperación, Transformación y Resiliencia (PRTR).",Junta de Gobierno del Ayuntamiento de Maó,España - Menorca,"331.561,19 euros",Abierto simplificado,"45230000 Trabajos de construcción de tuberías, líneas de comunicación y líneas de conducción eléctrica, de autopistas, carreteras, aeródromos y vías férreas; trabajos de explanación. 45252120 Trabajos de construcción de plantas de tratamiento de aguas. 45316100 Instalación de equipo de alumbrado exterior.",https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=u5D5i6yF280%2Bk2oCbDosIw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15919537/contratacion-de-las-obras-del-proyecto-basico-y-de-ejecucion-de-aparcamiento-publico-situado-en-los-terrenos-de-propiedad-municipal-que-limitan-con-el-campo-de-futbol-de-la-union-con-acceso-desde-la-rotonda-de-lav-fort-de-leau-financiada-con-fondos-del-plan-de-recuperacion-transformacion-y-resiliencia-prtr
LICITACION,"Redacción de tres proyectos básicos y de ejecución, dirección facultativa de las obras para la restauración paisajística del Cerro del Otero incluido el acondicionamiento de la plataforma de acceso actual , creación de centro de recepción de visitantes y mirador 360º y restauración de la ermita",Junta de Gobierno Local del Ayuntamiento de Palencia,España - Palencia,"85.674,17 euros",Abierto simplificado,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección. 71240000 Servicios de arquitectura, ingeniería y planificación. 71242000 Elaboración de proyectos y diseños, presupuestos. 71247000 Supervisión del trabajo de construcción.",https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=r05HzQhz6f5J8Trn0ZPzLw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15919542/redaccion-de-tres-proyectos-basicos-y-de-ejecucion-direccion-facultativa-de-las-obras-para-la-restauracion-paisajistica-del-cerro-del-otero-incluido-el-acondicionamiento-de-la-plataforma-de-acceso-actual-creacion-de-centro-de-recepcion-de-visitantes-y-mirador-360-y-restauracion-de-la-ermita
LICITACION,Proyecto Básico y de Ejecución de Rehabilitación integral del antiguo edificio del Colegio Público San José de Calasanz de Fraga (Huesca),Alcaldía del Ayuntamiento de Fraga,España - Huesca,"2.722.873,34 euros",Abierto simplificado,45210000 Trabajos de construcción de inmuebles.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=FBbr%2BCKeGSw%2Bk2oCbDosIw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15919549/proyecto-basico-y-de-ejecucion-de-rehabilitacion-integral-del-antiguo-edificio-del-colegio-publico-san-jose-de-calasanz-de-fraga-huesca
LICITACION,"Suministro de tapas y marcos para pozo DN400 ø600 para la actuación proyecto de mejora del regadío de la zona de Barriobusto, Labraza y Moreda (Álava), enmarcadas en el Plan de Recuperación, Transformación y Resilencia financiado por la Unión Europea - Nextgeneration EU, a adjudicar por procedimiento abierto simplificado.","Empresa de Transformación Agraria S.A.,S.M.E., M.P., (TRAGSA)",España - Araba/Álava,"23.750,00 euros",Abierto simplificado,44423760 Tapas de acceso.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=WlwOxrLtr8XLIx6q1oPaMg%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15941526/suministro-de-tapas-y-marcos-para-pozo-dn400-600-para-la-actuacion-proyecto-de-mejora-del-regadio-de-la-zona-de-barriobusto-labraza-y-moreda-alava-enmarcadas-en-el-plan-de-recuperacion-transformacion-y-resilencia-financiado-por-la-union-europea-nextgeneration-eu-a-adjudicar-por-procedimiento-abierto-simplificado
LICITACION,Instalación de tendidos de fibra óptica para la Universidad de Oviedo.,Rectorado de la Universidad de Oviedo,España - Asturias,"106.200,00 euros",Abierto simplificado,50330000 Servicios de mantenimiento de equipo de telecomunicación.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=JXTGpywu4SHmnwcj%2BxbdTg%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15941539/instalacion-de-tendidos-de-fibra-optica-para-la-universidad-de-oviedo
LICITACION,"Prestación de los servicios de redacción de los proyectos de ejecución de las obras necesarias para la materialización de las actuaciones del PSTD financiadas a cargo al fondo “Next Generation EU” dentro del Plan de Recuperación, Transformación y Resiliencia (PRTR).",Presidencia de la Asociación Grupo de Acción Local de la Sierra del Segura,España - Albacete,"130.909,01 euros",Abierto simplificado,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección. 71210000 Servicios de asesoramiento en arquitectura. 71242000 Elaboración de proyectos y diseños, presupuestos. 71310000 Servicios de consultoría en ingeniería y construcción. 71356200 Servicios de asistencia técnica.",https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=t4tQEW%2F7HB%2BHCIsjvJ3rhQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15949868/prestacion-de-los-servicios-de-redaccion-de-los-proyectos-de-ejecucion-de-las-obras-necesarias-para-la-materializacion-de-las-actuaciones-del-pstd-financiadas-a-cargo-al-fondo-next-generation-eu-dentro-del-plan-de-recuperacion-transformacion-y-resiliencia-prtr
LICITACION,"Dirección de obra, dirección de ejecución y coordinación de seguridad y salud de las obras de medida de eficiencia energética mediante digitalización y autocontrol en la Red de Hospederías de Extremadura","Consejería de Cultura, Turismo, Jóvenes y Deportes",España - Extremadura,"41.508,50 euros",Abierto,"71000000 Servicios de arquitectura, construcción, ingeniería e inspección.",https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=4EQjg1%2FDJ8XIGlsa0Wad%2Bw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15949871/direccion-de-obra-direccion-de-ejecucion-y-coordinacion-de-seguridad-y-salud-de-las-obras-de-medida-de-eficiencia-energetica-mediante-digitalizacion-y-autocontrol-en-la-red-de-hospederias-de-extremadura
LICITACION,Contracte d'obres d'execució del Projecte d'obra de l'escoleta municipal de Pollença,Junta de Gobierno Local del Ayuntamiento de Pollença,España - Illes Balears,"1.465.364,08 euros",Abierto simplificado,45214100 Trabajos de construcción de edificios para jardín de infancia.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=vRKhuDesfQhWhbmkna2nXQ%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15949873/contracte-dobres-dexecucio-del-projecte-dobra-de-lescoleta-municipal-de-pollenca
LICITACION,Suministro de fabricación e instalación de murales cerámicos y monolito representativos de la historia de Cazorla financiado con cargo al Mecanismo de Recuperación y Resiliencia- NEXTGENERATIONEU,Alcaldía del Ayuntamiento de Cazorla,España - Jaén,"55.058,37 euros",Abierto,44111300 Cerámica. 92311000 Obras de arte. 92312230 Servicios prestados por escultores.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Ed5qvD31%2F2BeKgd8LfVV9g%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15949879/suministro-de-fabricacion-e-instalacion-de-murales-ceramicos-y-monolito-representativos-de-la-historia-de-cazorla-financiado-con-cargo-al-mecanismo-de-recuperacion-y-resiliencia-nextgenerationeu
LICITACION,"Contrato de suministro e instalación de un sistema de videovigilancia de los principales puntos turísticos de la ciudad para mejorar la seguridad ciudadana, en el marco del plan de sostenibilidad turística de Talavera de la Reina. financiado por los fondos NEXT GENERATION-EU a través del PRTR (C14. I1. S2). Actuación 25 -EJE 3.",Alcaldía del Ayuntamiento de Talavera de la Reina,España - Toledo,"85.950,41 euros",Abierto simplificado,32323500 Sistema de vigilancia por vídeo. 32333200 Videocámaras. 35120000 Sistemas y dispositivos de vigilancia y seguridad. 35125300 Cámaras de seguridad. 45316210 Instalación de equipo de control del tráfico. 51314000 Servicios de instalación de equipo de vídeo.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=gxLM5YM4laqopEMYCmrbmw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15949885/contrato-de-suministro-e-instalacion-de-un-sistema-de-videovigilancia-de-los-principales-puntos-turisticos-de-la-ciudad-para-mejorar-la-seguridad-ciudadana-en-el-marco-del-plan-de-sostenibilidad-turistica-de-talavera-de-la-reina-financiado-por-los-fondos-next-generation-eu-a-traves-del-prtr-c14-i1-s2-actuacion-25-eje-3
LICITACION,"Contrato de suministro de papeleras de reciclaje y cubre contenedores para la recogida separada de biorresiduos y para campañas de sensibilización en el Grau Vell y puntos de interés turístico, “en el marco del Plan de Recuperación, Transformación y Resiliencia – Financiado por la Unión Europea – NextGenerationEU”",Junta de Gobierno del Ayuntamiento de Sagunto,España - Valencia/València,"49.586,78 euros",Abierto simplificado,34928400 Mobiliario urbano. 34928480 Contenedores y cubos de residuos y basura. 44613800 Contenedores para residuos. 44618330 Tapas para contenedores.,https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=iJL27hlRVfYQyBAnWzHfCg%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15949886/contrato-de-suministro-de-papeleras-de-reciclaje-y-cubre-contenedores-para-la-recogida-separada-de-biorresiduos-y-para-campanas-de-sensibilizacion-en-el-grau-vell-y-puntos-de-interes-turistico-en-el-marco-del-plan-de-recuperacion-transformacion-y-resiliencia-financiado-por-la-union-europea-nextgenerationeu
LICITACION,"Dirección facultativa, coordinación de seguridad y salud del proyecto de promoción de movilidad peatonal en Valverde de Leganés Financiado por el Plan de recuperación, transformación y resiliencia de la Unión Europea Next Generation EU Dus 5000",Alcaldía del Ayuntamiento de Valverde de Leganés,España - Badajoz,"29.778,85 euros",Abierto,"71240000 Servicios de arquitectura, ingeniería y planificación.",https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=%2F%2BrngJlXtrp70UvEyYJSGw%3D%3D,https://planderecuperacion.gob.es/como-acceder-a-los-fondos/convocatorias/PLC/15949888/direccion-facultativa-coordinacion-de-seguridad-y-salud-del-proyecto-de-promocion-de-movilidad-peatonal-en-valverde-de-leganes-financiado-por-el-plan-de-recuperacion-transformacion-y-resiliencia-de-la-union-europea-next-generation-eu-dus-5000
